"institute_name","Total_cases_to_date","Total_students_to_date","Total_staff_to_date","Date","Article","Total_outbreaks_to_date","Outbreak_dates","Outbreak_Status","School_board","Type_of_school","City","Province","Latitude","Longitude","Is_Single","Is_Outbreak","Is_Cluster","Last_Reported_Date","Difference_In_Days","Total_Cases_Summed"
"Lord Beaverbrook High/ Chinook Learning Services","1 ; 1; 1.0; 1.0; 1.0; 0.0","","","2020-10-23 ;2020-10-29; 2020-11-15; 2020-12-02; 2020-12-06; 2020-12-08","https://masks4canada.org/2020/10/26/covid-19-school-report-lord-beaverbrook-high-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-10-29; 2020-12-08","Declared outbreak","Calgary SD","Secondary","Calgary","AB",50.9730368,-114.061735,0,0,0,"2020-12-08",62,5
"Lorelei School","1; 1.0; 1.0; 1.0; 2.0; 1.0; 0.0","","","2020-11-15; 2020-11-20; 2020-11-22; 2020-12-07; 2020-12-10; 2020-12-14; 2020-12-22","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-12-22","Declared outbreak","Edmonton SD","Elementary","Edmonton","AB",53.62414,-113.502192,0,0,0,"2020-12-22",48,7
"Lorne Akins Jr High","1; 1.0; 1.0; 0.0; 1.0; 1.0; 3.0","","","2020-10-28; 2020-11-17; 2020-11-24; 2020-11-25; 2020-11-29; 2020-12-01; 2020-12-03","https://masks4canada.org/2020/10/30/covid-19-school-report-lorne-akins-jr-high/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-11-25","Declared outbreak","St. Albert SD","Mixed","St. Albert","AB",53.6342318,-113.6077632,0,0,0,"2020-12-03",67,8
"Louis St. Laurent Jr/Sr High School","1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1; 1.0; 0.0; 2.0; 1.0; 1.0; 3.0; 2.0; 1.0","1","","2020-09-04 ; 2020-09-21 ; 2020-09-22 ; 2020-09-29 ; 2020-10-09 ; 2020-10-13 ; 2020-10-21 ;2020-10-26 ;2020-11-01; 2020-11-28; 2020-12-02; 2020-12-04; 2020-12-20; 2021-01-21; 2021-01-25; 2021-01-26; 2021-02-01","https://masks4canada.org/2020/09/23/covid-19-school-report-louis-st-laurent-junior-senior-high-school/ ; https://edmonton.ctvnews.ca/covid-19-cases-confirmed-at-2-edmonton-schools-1.5093465; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-09-23; 2020-12-02","Declared outbreak","Edmonton SD","Secondary","Edmonton","AB",53.4797603,-113.5233016,0,0,0,"2021-02-01",7,20
"Louise Dean School","1; 1.0; 0.0; 1.0","","","2020-11-19; 2020-11-24; 2020-12-12; 2020-12-20","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-11-24; 2020-12-12","Declared outbreak","Calgary SD","TBA","Calgary","AB",51.053248,-114.11521,0,0,0,"2020-12-20",50,3
"Lymburn School","1","","","2020-12-02","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Edmonton SD","Elementary","Edmonton","AB",53.5081315,-113.432752,0,0,0,"2020-12-02",68,1
"M.E. LaZerte High School","1 ; 3 ; 1 ; 3 ; 1 ; 1 ; 1 ; 1; 3; 7.0; 2.0; 5.0; 1.0; 5.0; 6.0; 4.0; 11.0; 1.0","5","","2020-10-04 ; 2020-10-07 ; 2020-10-11 ; 2020-10-14 ; 2020-10-19 ; 2020-10-21 ;2020-10-26 ;2020-10-27; 2020-11-08; 2020-11-18; 2020-11-19; 2020-11-24; 2020-11-25; 2020-12-05; 2021-01-21; 2021-01-23; 2021-01-25; 2021-02-04","https://masks4canada.org/2020/10/05/covid-19-school-report-m-e-lazerte-high-school/; https://www.dropbox.com/sh/63xl0tuv90uv6u4/AAAbcCA4C6nGYsEH6eBjnysJa/M.E.%20LaZerte%20High%20School?dl=0&lst=&preview=Report-3.png&subfolder_nav_tracking=1; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-10-07","Declared outbreak","Edmonton SD","Secondary","Edmonton","AB",53.6062433,-113.4451475,0,0,0,"2021-02-04",4,57
"MAC Islamic School (Calgary Chapter)","2","","","2020-12-08","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-12-08","Declared outbreak","Muslim Association of Canada","Elementary","Calgary","AB",51.055691,-114.091679,0,0,0,"2020-12-08",62,2
"MAC Islamic School (Edmonton Chapter)","2","","","2020-12-12","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-12-12","Declared outbreak","Muslim Association of Canada","TBA","Edmonton","AB",53.562801,-113.542387,0,0,0,"2020-12-12",58,2
"Madeleine D'Houet School","1 ; 1; 1.0; 1.0","2","","2020-10-23 ;2020-11-08; 2021-02-06; 2021-02-07","https://masks4canada.org/2020/10/26/covid-19-school-report-madeleine-dhouet-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Calgary Roman SD","Mixed","Calgary","AB",51.0531353,-114.1122221,0,0,0,"2021-02-07",1,4
"Madonna Catholic School","1","","","2020-12-21","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Elk Island SD","Elementary","Sherwood Park","AB",53.537436,-113.316018,0,0,0,"2020-12-21",49,1
"Magrath Elementary School","1; 1.0; 0.0; 5.0","","","2020-12-04; 2020-12-08; 2020-12-12; 2020-12-24","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-12-12","Declared outbreak","Westwind SD","Elementary","Magrath","AB",49.416855,-112.864951,0,0,0,"2020-12-24",46,7
"Magrath High School","1","","","2020-10-30","https://masks4canada.org/2020/11/07/covid-19-school-report-magrath-high-school/",0,"","Single/unlinked cases","Westwind SD","TBA","Magrath","AB",49.4165431,-112.8647573,0,0,0,"2020-10-30",101,1
"Major General Griesbach School","1; 1.0","","","2020-10-20; 2020-12-15","https://masks4canada.org/2020/10/22/covid-19-school-report-major-general-griesbach-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Edmonton SD","Mixed","Edmonton","AB",53.6075764,-113.4963448,0,0,0,"2020-12-15",55,2
"Malcolm Tweddle School","1","","","2020-09-28","https://edmontonjournal.com/news/politics/covid-19-160-new-cases-reported-tuesday-as-edmonton-zone-makes-up-half-of-all-active-infections-in-alberta",0,"","Single/unlinked cases","Edmonton SD","Elementary","Edmonton","AB",53.4773404,-113.4576948,0,0,0,"2020-09-28",133,1
"Malmo School","1; 1.0; 1.0","","","2020-12-03; 2021-01-26; 2021-02-05","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Edmonton SD","Elementary","Edmonton","AB",53.484506,-113.530342,0,0,0,"2021-02-05",3,3
"Manachaban Middle School","1; 1; 1; 3.0","","","2020-11-06; 2020-12-17; 2020-12-20; 2020-12-24","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-12-21","Declared outbreak","Rocky View SD","TBA","Cochrane","AB",51.196874,-114.475684,0,0,0,"2020-12-24",46,6
"Manmeet Singh Bhullar School","2 ; 3; 1.0; 1.0; 2.0; 2.0","","","2020-10-23 ; 2020-11-09; 2020-12-07; 2020-12-10; 2020-12-16; 2021-01-28","https://www.dropbox.com/sh/63xl0tuv90uv6u4/AADJAbJGqeVt2hnfcpxw3JcRa/Manmeet%20Singh%20Bhullar%20School?dl=0&preview=Report-2.png&subfolder_nav_tracking=1;https://masks4canada.org/2020/10/26/covid-19-school-report-manmeet-singh-bullar-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-10-23","Declared outbreak","Calgary SD","Elementary","Calgary","AB",51.1232804,-113.9594645,0,0,0,"2021-01-28",11,11
"Mannville School","1; 1.0; 1.0; 1.0; 0.0","","","2020-11-10; 2020-11-16; 2020-12-04; 2020-12-11; 2020-12-15","nan; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-12-15","Declared outbreak","Buffalo Trail SD","TBA","Village of Mannville","AB",53.3409887,-111.1787143,0,0,0,"2020-12-15",55,4
"Marion Carson School | Calgary Board of Education","1; 1.0; 1.0","","","2020-11-08; 2020-11-14; 2020-11-30","nan; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Calgary SD","TBA","Calgary","AB",51.0929216,-114.1614397,0,0,0,"2020-11-30",70,3
"Marlborough School","1; 2.0; 1.0; 0.0","","","2020-12-04; 2020-12-14; 2020-12-19; 2020-12-22","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-12-22","Declared outbreak","Calgary SD","Elementary","Calgary","AB",51.056542,-113.965177,0,0,0,"2020-12-22",48,4
"Marshall Springs School","1; 1.0; 1.0","","","2020-11-15; 2020-12-03; 2021-01-20","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Calgary SD","TBA","Calgary","AB",50.91118,-114.112577,0,0,0,"2021-01-20",19,3
"Mary Bergeron Elementary","1","","","2020-12-13","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Grande Yellowhead SD","Elementary","Edson","AB",53.589815,-116.424911,0,0,0,"2020-12-13",57,1
"Mary Butterworth Jr. High School","1 ; 1; 6.0; 6.0; 4.0; 0.0","","","2020-10-06 ;2020-10-16; 2020-11-17; 2020-11-24; 2020-11-25; 2020-11-27","https://masks4canada.org/2020/10/19/covid-19-school-report-mary-butterworth-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-11-27","Declared outbreak","Edmonton SD","Mixed","Edmonton","AB",53.6240712,-113.5074606,0,0,0,"2020-11-27",73,18
"Mary Hanley Catholic Elementary","1 ; 1 ; 1; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 2.0; 1.0; 0.0; 1.0; 1.0","","","2020-10-30 ;2020-11-03; 2020-11-09; 2020-11-14; 2020-11-16; 2020-11-18; 2020-11-20; 2020-11-23; 2020-11-27; 2020-12-13; 2020-12-14; 2020-12-15; 2020-12-16; 2020-12-18; 2020-12-19","https://masks4canada.org/2020/10/31/covid-19-school-report-mary-hanley-catholic-elementary/;https://edmontonjournal.com/news/local-news/covid-hinshaw-alberta-edmonton-nov-3 ;https://www.dropbox.com/sh/63xl0tuv90uv6u4/AABPxH-sw7nX0M62fINsg3A-a/Mary%20Hanley%20Catholic%20Elementary?dl=0&preview=screen_shot_2020-11-09_at_8.28.05_pm.png&subfolder_nav_tracking=1; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-11-03; 2020-12-16","Declared outbreak","Edmonton SD","Elementary","Edmonton","AB",53.4631898,-113.3992483,0,0,0,"2020-12-19",51,16
"MaskwacÎs Outreach School","1","","","2020-11-22","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Maskwacis","TBA","Maskwacîs","AB",51.119667,-114.031764,0,0,0,"2020-11-22",78,1
"Master's College","2","","","2020-12-08","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-12-08","Declared outbreak","Palliser SD","TBA","Calgary","AB",51.015259,-114.117465,0,0,0,"2020-12-08",62,2
"Mayerthorpe High School","1; 2.0","","","2020-11-15; 2021-01-26","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Northern Gateway SD","TBA","Mayerthorpe","AB",51.119667,-114.031764,0,0,0,"2021-01-26",13,3
"Mayfield School","1; 1.0","","","2020-09-20; 2020-12-05","https://masks4canada.org/2020/09/22/covid-19-school-report-mayfield-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Edmonton SD","Elementary","Edmonton","AB",53.5547986,-113.5949909,0,0,0,"2020-12-05",65,2
"Mayland Heights School","2","","","2020-12-01","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Calgary SD","Elementary","Calgary","AB",51.058568,-114.006247,0,0,0,"2020-12-01",69,2
"McKenzie Highlands School | Calgary Board of Education","1; 1.0; 1.0","","","2020-11-09; 2020-11-16; 2020-12-09","nan; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Calgary SD","TBA","Calgary","AB",50.9109036,-113.9698721,0,0,0,"2020-12-09",61,3
"McKenzie Lake School","1","","","2020-12-02","https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Calgary SD","Elementary","Calgary","AB",50.906775,-113.984343,0,0,0,"2020-12-02",68,1
"McKernan School","1; 1.0; 1.0","","","2020-11-14; 2020-11-24; 2020-11-25","https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",0,"","Single/unlinked cases","Edmonton SD","TBA","Edmonton","AB",53.513004,-113.523788,0,0,0,"2020-11-25",75,3
"McLeod Elementary","1 ; 2; 1.0; 0.0","","","2020-09-20 ;2020-10-26; 2020-11-13; 2020-11-24","https://masks4canada.org/2020/09/22/covid-19-school-report-mcleod-elementary/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-11-24","Declared outbreak","Edmonton SD","Elementary","Edmonton","AB",53.6109183,-113.4315132,0,0,0,"2020-11-24",76,4
"McNally High School","2 ; 1 ; 1 ; 1; 1.0; 1.0; 1.0; 0.0; 1.0","","","2020-09-17 ;2020-10-05 ;2020-10-15 ;2020-10-22; 2020-11-30; 2020-12-01; 2020-12-05; 2020-12-09; 2020-12-11","https://masks4canada.org/2020/09/17/covid-19-school-report-mcnally-high-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-09-17; 2020-12-09","Declared outbreak","Edmonton SD","Secondary","Edmonton","AB",53.548439,-113.4584961,0,0,0,"2020-12-11",59,9
"Meadow Ridge School","1; 1.0; 1.0; 1.0; 1.0","","1","2020-09-01; 2020-11-20; 2020-12-14; 2020-12-17; 2021-02-03","https://calgary.ctvnews.ca/positive-covid-19-case-prompts-school-in-okotoks-to-delay-start-of-year-1.5087542; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-12-17","Declared outbreak","Foothills SD","Mixed","Okotoks","AB",50.7421848,-113.953468,0,0,0,"2021-02-03",5,5
"Meadowbrook Middle School","1; 1.0; 0.0","","","2020-11-10; 2020-11-13; 2020-11-19","https://www.dropbox.com/sh/63xl0tuv90uv6u4/AAA1CaFymhsZC1DYz6_2x2Voa/Meadowbrook%20School?dl=0&lst=&preview=Report-1.png&subfolder_nav_tracking=1; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-11-19","Declared outbreak","Rocky View SD","TBA","Airdrie","AB",51.2765597,-113.9853057,0,0,0,"2020-11-19",81,2
"Meadowlark Christian School","1 ; 1; 1.0; 1.0","","","2020-11-02 ;2020-11-03; 2020-11-18; 2020-12-05","https://masks4canada.org/2020/11/04/covid-19-school-report-meadowlark-christian-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-11-03","Declared outbreak","Edmonton SD","TBA","Edmonton","AB",53.53712,-113.593309,0,0,0,"2020-12-05",65,4
"Medicine Hat High School","1; 2.0","","","2020-10-22; 2020-11-17","https://masks4canada.org/2020/10/23/covid-19-school-report-medicine-hat-high-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-11-17","Declared outbreak","Medicine Hat SD","Secondary","Medicine Hat","AB",50.0327055,-110.6915036,0,0,0,"2020-11-17",83,3
"Mee-Yah-Noh School","1; 2.0; 1.0; 0.0","","","2020-10-07; 2020-11-17; 2020-12-06; 2020-12-23","https://edmontonjournal.com/news/local-news/three-new-outbreaks-of-covid-19-at-edmonton-schools; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",2,"2020-11-17; 2020-12-23","Declared outbreak","Edmonton SD","Elementary","Edmonton","AB",53.5871849,-113.4842834,0,0,0,"2020-12-23",47,4
"Memorial Composite High School","2; 1.0; 2.0; 1.0","","","2020-09-26; 2020-11-14; 2020-11-25; 2021-01-19","https://masks4canada.org/2020/09/28/covid-19-school-report-memorial-composite-high-school/; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html; https://www.supportourstudents.ca/alphabeticaltrackerlist.html",1,"2020-11-14","Declared outbreak","Parkland SD","Secondary","Stony Plain","AB",53.505545,-113.986328,0,0,0,"2021-01-19",20,6
