"institute.name","Total.cases.to.date","Total.students.to.date","Total.staff.to.date","Date","Article","Total.outbreaks.to.date","Outbreak.dates","Outbreak.Status","School.board","Type_of_school","City","Province","Latitude","Longitude"
"St. Norbert Catholic School","1;1;1","1;1","1","2020-11-18 ; 2020-11-23 ; 2020-11-26","https://masks4canada.org/2020/11/19/toronto-cdsb-covid-19-advisory-2020-11-18/; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-28T1545.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","North York","ON",43.7345579,-79.4644336
"Boyne Public School","1",NA,NA,"2020-11-18","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html",0,NA,"Single/unlinked cases","Halton CDSB","TBA","Milton","ON",43.4906635,-79.8533468
"Irma Coulson Public School","1",NA,NA,"2020-11-18","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html",0,NA,"Single/unlinked cases","Halton CDSB","TBA","Milton","ON",43.5231035,-79.8420011
"Tecumseh Vista Academy","1 ; 1 ; 2 ; 1","2 ; 1",NA,"2020-11-18 ; 2020-11-19 ; 2020-11-23 ; 2020-12-06","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-19T1545.html#Greater_Essex_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html#Greater_Essex_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-06T1545.html#Greater_Essex_changed",0,NA,"Single/unlinked cases","Greater Essex County DSB","TBA","Tecumseh","ON",42.280965,-82.8923367
"Monsignor Clair Catholic Elementary School","1","N/A","N/A","2020-11-18","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-18T1545.html#Simcoe_Muskoka_CDSB_changed",0,"","Single/unlinked cases","Simcoe Muskoka CDSB","Elementary","Barrie","ON",44.4143475,-79.6851107
"Applecroft Public School","1",NA,NA,"2020-11-19","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-19T1545.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Ajax","ON",43.86664,-79.0335894
"Bellwood PS","1 ; 1 ; 5 ; 3 ; 1",NA,NA,"2020-11-19 ; 2020-12-01 ; 2020-12-08 ; 2020-12-10 ; 2020-12-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-19T1545.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-01T1545.html;https://masks4canada.org/2020/12/07/bellwood-ps-school-outbreak-2020-12-05/ ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html",1,"2020-12-05","Declared outbreak","Durham DSB","TBA","Whitby","ON",43.879904,-78.90616
"Carruthers Creek Public School","1 ; 1",NA,NA,"2020-11-19 ; 2020-12-04","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-19T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-04T1545.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Ajax","ON",43.8400099,-79.0047658
"O'Neill Collegiate and Vocational Institute","1 ; 1 ; 1",NA,NA,"2020-11-19 ; 2020-11-24 ; 2020-12-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-19T1545.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Oshawa","ON",43.9059195,-78.8657873
"Durham Alternative Secondary School - Pickering","1 ; 1",NA,NA,"2020-11-19 ; 2020-12-08","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Pickering","ON",43.8312295,-79.082983
"St. John (Burlington) Catholic Elementary School","1",NA,NA,"2020-11-20","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Burlington","ON",43.3308792,-79.8047901
"St. Joan of Arc Catholic High School","1 ; 1 ; 1 ; 2 ; 2 ; 1","N/A","N/A","2020-11-21 ; 2020-11-23 ; 2020-11-24 ; 2020-11-25 ; 2020-11-26 ; 2020-12-10","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-21T1545.html#Simcoe_Muskoka_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html#Simcoe_Muskoka_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html#Simcoe_Muskoka_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-25T1545.html#Simcoe_Muskoka_CDSB_changed ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-26T1545.html#Simcoe_Muskoka_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-10T1630.html#Simcoe_Muskoka_CDSB_changed",0,"","Single/unlinked cases","Simcoe Muskoka CDSB","Secondary","Barrie","ON",44.3491459,-79.7330081
"Willow Landing Elementary School","1 ; 1","N/A","N/A","2020-11-20 ; 2020-11-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html#Simcoe_County_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html#Simcoe_County_DSB_changed",0,"","Single/unlinked cases","Simcoe County DSB","Elementary","Barrie","ON",44.3545006,-79.6623378
"Prince of Wales Elementary School","1","1",NA,"2020-11-20","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-21T1545.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","TBA","Hamilton","ON",43.252544,-79.8319852
"Stewart Avenue Public School","1","1",NA,"2020-11-19","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","City of Cambridge","ON",43.349037,-80.3025115
"Courtice Secondary School","1 ; 1","1 ; 1",NA,"2020-11-19 ; 2020-11-25","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html#Kawartha_Pine_Ridge_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-26T1545.html#Kawartha_Pine_Ridge_changed",0,NA,"Single/unlinked cases","Kawartha Pine Ridge DSB","TBA","Clarington","ON",43.9152462,-78.7828051
"Waterdown District High School","1 ; 2 ; 1 ; 1 ; 1 ; 2","1 ; 2 ; 1 ; 1 ; 1 ; 2",NA,"2020-11-19 ; 2020-11-30 ; 2020-12-03 ; 2020-12-05 ; 2020-12-07 ; 2020-12-14","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html#Hamilton-Wentworth_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-01T1545.html#Hamilton-Wentworth_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-03T1737.html#Hamilton-Wentworth_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-05T1545.html#Hamilton-Wentworth_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Hamilton-Wentworth_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","TBA","Waterdown","ON",43.3352604,-79.9102713
"St Martin Catholic Elementary School","1 ; 1 ; 2 ; 2 ; 3","N/A","N/A","2020-11-15 ; 2020-11-20 ; 2020-11-22 ; 2020-11-23 ; 2020-11-25","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-15T1545.html#Niagara_Catholic_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html#Niagara_Catholic_DSB_changed ; https://www.stcatharinesstandard.ca/news/niagara-region/2020/11/19/outbreak-declared-at-st-martin-catholic-elementary-school.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-22T1545.html#Niagara_Catholic_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html#Niagara_Catholic_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-25T1545.html#Niagara_Catholic_DSB_changed",1,"2020-11-19","Declared outbreak","Niagara CDSB","Elementary","Smithville","ON",43.108727,-79.5595339
"Burlington Central High School","1",NA,NA,"2020-11-21","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-21T1545.html#Durham_DSB_changed",0,NA,"Single/unlinked cases","Durham DSB","TBA","Burlington","ON",43.3292627,-79.8058164
"Central Public School","1",NA,NA,"2020-11-21","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-21T1545.html#Durham_DSB_changed",0,NA,"Single/unlinked cases","TBA","TBA","Burlington","ON",43.3301074,-79.805062
"Eastview Public School","1",NA,NA,"2020-11-21","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-21T1545.html#Durham_DSB_changed",0,NA,"Single/unlinked cases","Halton DSB","TBA","Oakville","ON",43.4012587,-79.7101056
"Sandwich West Public School","1 ; 2","1","1","2020-11-21 ; 2020-12-14","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-22T1545.html#Greater_Essex_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html#Greater_Essex_changed",0,NA,"Single/unlinked cases","Greater Essex County DSB","TBA","Lasalle","ON",42.2488552,-83.0550862
"Mountain View Elementary School","1","1",NA,"2020-11-22","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-22T1545.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","TBA","Hamilton","ON",43.2297311,-79.7272171
"Westminster Woods Public School","1","1",NA,"2020-11-21","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-22T1545.html#Upper_Grand_DSB_changed",0,NA,"Single/unlinked cases","Upper Grand DSB","TBA","Guelph","ON",43.5098,-80.1801142
"St. Margaret School","2","","","2020-11-08","https://masks4canada.org/2020/11/09/ontario-2020-11-08/;	; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-08T1545.html",0,"","Single/unlinked cases","Thunder Bay CDSB","TBA","Thunder Bay","ON",48.4553782,-89.2206916
"St. Ambrose Catholic School","1;1","1;1",NA,"2020-11-20 ; 2020-12-06","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","Etobicoke","ON",43.6082862,-79.5498672
"St. Joseph's College School","2;1;1","2;1;1",NA,"2020-11-19 ; 2020-11-30 ; 2020-12-14","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-20T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-04T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-14T1630.html#Toronto_CDSB_changed",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","Toronto","ON",43.6642104,-79.3887452
"St Joachim Elementary School","1","1",NA,"2020-11-22","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","Scarborough","ON",43.7129522,-79.2754618
"St. Thomas Aquinas","1","1",NA,"2020-11-22","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","York","ON",43.6958564,-79.4452846
"St. John the Baptist Catholic Elementary School","1","1",NA,"2020-11-23","https://masks4canada.org/2020/11/24/covid-19-school-report-hamilton-wentworth-cdsb-4/",0,NA,"Single/unlinked cases","Hamilton-Wentworth CDSB","TBA","Hamilton","ON",43.2389442,-79.8194555
"Holy Name of Jesus Catholic Elementary School","2 ; 3","2 ; 3",NA,"2020-11-23 ; 2020-12-06","https://masks4canada.org/2020/11/24/covid-19-school-report-hamilton-wentworth-cdsb-4/;https://masks4canada.org/2020/12/08/covid-19-school-report-cases-and-outbreaks-2/",0,NA,"Single/unlinked cases","Hamilton-Wentworth CDSB","TBA","Hamilton","ON",43.249557,-79.822758
"Maryborough Public School","1","1",NA,"2020-11-22","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html#Upper_Grand_DSB_changed",0,NA,"Single/unlinked cases","Upper Grand DSB","TBA","Moorefield","ON",43.7649666,-80.7439159
"Minto-Clifford Public School","1 ; 2 ; 3",NA,NA,"2020-11-22 ; 2020-11-27 ; 2020-12-07","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html#Upper_Grand_DSB_changed ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-28T1545.html#Upper_Grand_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html#Upper_Grand_DSB_changed",1,"2020-11-27","Declared outbreak","Upper Grand DSB","TBA","Harriston","ON",43.9177893,-80.8673821
"Westview Elementary School","1 ; 1","1 ; 1",NA,"2020-11-22 ; 2020-12-13","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html#Hamilton-Wentworth_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-14T1630.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","TBA","Hamilton","ON",43.2258445,-79.8939958
"Glen Echo Junior Public School","1",NA,"1","2020-11-22","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","TBA","Hamilton","ON",43.2244452,-79.7787191
"Sandwich Secondary School","1 ; 1 ; 1","1 ; 1 ; 1",NA,"2020-11-23 ; 2020-12-11 ; 2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-23T1545.html#Greater_Essex_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-11T1630.html#Greater_Essex_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-14T1630.html#Greater_Essex_changed",0,NA,"Single/unlinked cases","Greater Essex County DSB","TBA","Lasalle","ON",42.2239845,-83.0592849
"St. Mary Catholic Elementary School","1 ; 1",NA,NA,"2020-11-13 ; 2020-11-19","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-13T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-19T1545.html",0,NA,"Single/unlinked cases","Halton CDSB","TBA","Oakville","ON",43.4239534,-79.7712906
"St. Scholastica Catholic Elementary School","1 ; 1 ; 1 ; 1 ; 1",NA,NA,"2020-11-19 ; 2020-12-07 ; 2020-12-08 ; 2020-12-13 ; 2020-12-15","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-19T1545.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-08T1730.html ; https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-13T1630.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html",0,NA,"Single/unlinked cases","Halton CDSB","TBA","Milton","ON",43.4850739,-79.8522213
"Woodland Park Public School","1",NA,"1","2020-11-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Cambridge","ON",43.4287439,-80.29441
"Preston Public School","1","1",NA,"2020-11-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Cambridge","ON",43.3972481,-80.3575998
"Alexander Graham Bell PS","1 ; 1",NA,NA,"2020-11-24 ; 2020-12-04","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-04T1545.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Ajax","ON",43.869596,-79.05652
"Sir William Stephenson PS","1 ; 1 ; 1",NA,NA,"2020-11-15 ; 2020-11-24 ; 2020-12-16","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-15T1545.html ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Whitby","ON",43.869143,-78.933443
"Alpine Public School","1",NA,"1","2020-11-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Kitchener","ON",43.4197172,-80.4813463
"Uxbridge Public School","3",NA,NA,"2020-11-24","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html",0,NA,"Single/unlinked cases","Durham DSB","TBA","Uxbridge","ON",44.1057281,-79.1260147
"Saint Michael Catholic Elementary School","1 ; 1","1 ; 1",NA,"2020-11-22 ; 2020-11-29","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html#Waterloo_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html#Waterloo_CDSB_changed",0,NA,"Single/unlinked cases","Waterloo CDSB","TBA","Cambridge","ON",43.3961913,-80.3460273
"St. Bernadette Catholic School","1 ; 2 ; 3","1 ; 3","1 ; 1","2020-11-23 ; 2020-11-25 ; 2020-11-29","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html#Waterloo_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-26T1545.html#Waterloo_CDSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html#Waterloo_CDSB_changed",1,"2020-11-25","Declared outbreak","Waterloo CDSB","TBA","Kitchener","ON",43.433874,-80.492392
"Lord Dorchester Secondary School","1",NA,NA,"2020-11-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html#Thames_Valley_DSB_changed",0,NA,"Single/unlinked cases","Thames Valley DSB","TBA","Dorchester","ON",42.9873387,-81.0618524
"Laurie Hawkins Public School","1",NA,NA,"2020-11-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html#Thames_Valley_DSB_changed",0,NA,"Single/unlinked cases","Thames Valley DSB","TBA","Ingersoll","ON",43.0430105,-80.8945758
"Spencer Valley Public School","2","2",NA,"2020-11-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","TBA","Greensville","ON",43.2894023,-79.9985527
"A M Cunningham Junior Public School","1",NA,NA,"2020-11-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html#Hamilton-Wentworth_DSB_changed",0,NA,"Single/unlinked cases","Hamilton-Wentworth DSB","TBA","Hamilton","ON",43.237186,-79.814935
"Vincent Massey Secondary School","1 ; 1 ; 1","1 ; 1 ; 1",NA,"2020-11-23 ; 2020-11-24 ; 2020-12-10","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html#Greater_Essex_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-14T1630.html#Greater_Essex_changed",0,NA,"Single/unlinked cases","Greater Essex County DSB","TBA","Windsor","ON",42.2599344,-83.0280994
"Floradale Public School","3 ; 1","3 ; 1",NA,"2020-11-23 ; 2020-12-11","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html#Waterloo_Regional_DSB_changed;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-12T1630.html#Waterloo_Regional_DSB_changed",0,NA,"Single/unlinked cases","Waterloo Regional DSB","TBA","Floradale","ON",43.6356503,-80.5756838
"St. Andrew Catholic School","1;1;2;1;1;1;1;1;3","1;1;1;1;1;1;1;3","1;1","2020-11-23 ; 2020-11-24 ; 2020-11-29 ; 2020-12-06 ; 2020-12-15 ; 2020-12-16 ; 2020-12-17 ; 2020-12-18 ; 2020-12-19","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-25T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-07T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-15T1630.html;https://masks4canada.org/2020/12/16/tph-declared-covid-19-outbreaks-in-school-2020-12-15/;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-16T1630.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-18T1630.html. ;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-12-22T1630.html",1,"2020-12-15","Declared outbreak","Toronto CDSB","TBA","Etobicoke","ON",43.7449067,-79.5823043
"St. Gabriel Catholic School","1;1","1;1",NA,"2020-11-23 ; 2020-11-29","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html;https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-30T1545.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","North York","ON",43.7691091,-79.3909579
"St. Vincent de Paul Catholic School","1",NA,"1","2020-11-23","https://covidschoolscanada.org/daily_reports/SUMMARY-2020-11-24T1545.html",0,NA,"Single/unlinked cases","Toronto CDSB","TBA","Toronto","ON",43.6467881,-79.4479789
