"institute.name","School.board","City.x","School.Code","School.Name","Board.Name","City.y","mm","city_match"
"Saint Nicholas Catholic School","Toronto CDSB","Scarborough","836133","St Nicholas Catholic School","Toronto CDSB","Toronto",3,FALSE
"Saint Catherine of Siena School","Simcoe Muskoka CDSB","Barrie","781401","St Catherine of Siena School","Dufferin-Peel CDSB","Mississauga",3,FALSE
"Saint Catherine of Siena School","Simcoe Muskoka CDSB","Barrie","781487","St Catherine of Siena School","Simcoe Muskoka CDSB","Barrie",3,TRUE
"Saint Alfred Catholic Elementary School","Niagara CDSB","St Catharines","766712","St Alfred Catholic Elementary School","Niagara CDSB","St Catharines",3,TRUE
"École élémentaire catholique Élisabeth-BruyÃ¨re","CECCE","Kanata","705055","École élémentaire catholique Elisabeth-Bruyère","CSDC du Centre-Est de l'Ontario","Kanata",3,TRUE
"Saint Pius X Catholic School","Toronto CDSB","Toronto","846660","St Pius X Catholic School","Toronto CDSB","Toronto",3,TRUE
"Saint Pius X Catholic School","Toronto CDSB","Toronto","847704","St Pius X Catholic School","Windsor-Essex CDSB","Tecumseh",3,FALSE
"Eganville Public School","Renfrew County DSB","Eganville","241610","Plainville Public School","Kawartha Pine Ridge DSB","Gores Landing",3,FALSE
"Eganville Public School","Renfrew County DSB","Eganville","328324","Macville Public School","Peel DSB","Caledon",3,FALSE
"Eganville Public School","Renfrew County DSB","Eganville","349259","Maxville Public School","Upper Canada DSB","Maxville",3,FALSE
"Michael Power / St. Joseph High School","Toronto CDSB","Etobicoke","731820","Michael Power/St Joseph High School","Toronto CDSB","Toronto",3,FALSE
"Saint John Vianney Catholic School","Toronto CDSB","Etobicoke","805866","St John Vianney Catholic School","Toronto CDSB","Toronto",3,FALSE
"Saint John Vianney Catholic School","Toronto CDSB","Etobicoke","781533","St John Vianney Catholic School","Windsor-Essex CDSB","Windsor",3,FALSE
"Northern Collegiate Institute & Vocational School","Lambton-Kent DSB","Sarnia","930636","Northern Collegiate Institute and Vocational School","Lambton Kent DSB","Sarnia",3,TRUE
"Saint Edward Catholic School","Toronto CDSB","North York","788163","St Edward Catholic School","Toronto CDSB","Toronto",3,FALSE
"River Heights Public School","Grand Erie DSB","Caledonia","483419","Rideau Heights Public School","Limestone DSB","Kingston",3,FALSE
"Saint Cecilia Catholic Elementary School","Toronto CDSB","Toronto","854147","St Cecilia Catholic Elementary School","York CDSB","Maple",3,FALSE
"St. Louis Catholic Elementary School","Windsor-Essex CDSB","Leamington","688182","St. Lucy Catholic Elementary School","Dufferin-Peel CDSB","Brampton",3,FALSE
"St. Louis Catholic Elementary School","Windsor-Essex CDSB","Leamington","820679","St. Luke Catholic Elementary School","Halton CDSB","Oakville",3,FALSE
"St. Louis Catholic Elementary School","Windsor-Essex CDSB","Leamington","820652","St. Luke Catholic Elementary School","Hamilton-Wentworth CDSB","Hamilton",3,FALSE
"St. Louis Catholic Elementary School","Windsor-Essex CDSB","Leamington","705870","St. Luke Catholic Elementary School","Peterborough Victoria Northum Clarington CDSB","Lindsay",3,FALSE
"Eastdale Elementary School","Hamilton-Wentworth DSB","Hamilton","490695","Rosedale Elementary School","Hamilton-Wentworth DSB","Hamilton",3,TRUE
"Saint Louis School","Kenora CDSB","Kenora","819883","St Louis School","Dufferin-Peel CDSB","Mississauga",3,FALSE
"Saint Charles Catholic Elementary School","Niagara CDSB","Thorold","719390","St Charles Catholic Elementary School","Niagara CDSB","Thorold",3,TRUE
"Saint Theresa Catholic Elementary School","Niagara CDSB","St Catharines","852910","St Theresa Catholic Elementary School","Niagara CDSB","St Catharines",3,TRUE
"Saint Mark Catholic Elementary School","Waterloo CDSB","Kitchener","823112","St Mark Catholic Elementary School","Niagara CDSB","Beamsville",3,FALSE
"Saint Mark Catholic Elementary School","Waterloo CDSB","Kitchener","823317","St Mark Catholic Elementary School","Waterloo CDSB","Kitchener",3,TRUE
"Saint Mark Catholic Elementary School","Waterloo CDSB","Kitchener","823430","St Mark Catholic Elementary School","York CDSB","Stouffville",3,FALSE
"Saint Robert Catholic School","Toronto CDSB","North York","849650","St Robert Catholic School","Toronto CDSB","NORTH YORK",3,FALSE
"Monsignor Clair Catholic Elementary School","Simcoe Muskoka CDSB","Barrie","782831","Monsignor Clancy Catholic Elementary School","Niagara CDSB","Thorold",3,FALSE
"Saint Michael Catholic Elementary School","Waterloo CDSB","Cambridge","832880","St Michael Catholic Elementary School","Niagara CDSB","Niagara-on-the-Lake",3,FALSE
"Saint Michael Catholic Elementary School","Waterloo CDSB","Cambridge","834440","St Michael Catholic Elementary School","Waterloo CDSB","Cambridge",3,TRUE
"Saint Angela Catholic School","Toronto CDSB","Etobicoke","769525","St Angela Catholic School","Toronto CDSB","Toronto",3,FALSE
"Saint Angela Catholic School","Toronto CDSB","Etobicoke","769576","St Angela Catholic School","Windsor-Essex CDSB","Windsor",3,FALSE
"Saint Paul Catholic School","Durham CDSB","Whitby","842761","St Paul Catholic School","Algonquin and Lakeshore CDSB","Kingston",3,FALSE
"Saint Paul Catholic School","Durham CDSB","Whitby","843156","St Paul Catholic School","Durham CDSB","Whitby",3,TRUE
"Saint Paul Catholic School","Durham CDSB","Whitby","841986","St Paul Catholic School","Huron-Superior CDSB","Sault Ste Marie",3,FALSE
"Saint Paul Catholic School","Durham CDSB","Whitby","842540","St Paul Catholic School","Toronto CDSB","Toronto",3,FALSE
"Saint Paul Catholic School","Durham CDSB","Whitby","841200","St Paul Catholic School","Wellington CDSB","Guelph",3,FALSE
"Saint James Catholic School","Durham CDSB","Ajax","798460","St James Catholic School","Durham CDSB","Ajax",3,TRUE
"Saint James Catholic School","Durham CDSB","Ajax","798878","St James Catholic School","Sudbury CDSB","Lively",3,FALSE
"Saint James Catholic School","Durham CDSB","Ajax","799343","St James Catholic School","Toronto CDSB","Toronto",3,FALSE
"Saint James Catholic School","Durham CDSB","Ajax","798690","St James Catholic School","Wellington CDSB","Guelph",3,FALSE
"Saint James Catholic School","Durham CDSB","Ajax","799475","St James Catholic School","Windsor-Essex CDSB","Windsor",3,FALSE
"Saint Jude Catholic School","Durham CDSB","Ajax","772020","St Jude Catholic School","Durham CDSB","Ajax",3,TRUE
"Saint Jude Catholic School","Durham CDSB","Ajax","816370","St Jude Catholic School","Toronto CDSB","Toronto",3,FALSE
"Saint Teresa of Calcutta Catholic School","Durham CDSB","Ajax","732800","St Teresa of Calcutta Catholic School","Bruce-Grey CDSB","Walkerton",3,FALSE
"Saint Teresa of Calcutta Catholic School","Durham CDSB","Ajax","733040","St Teresa of Calcutta Catholic School","Durham CDSB","Ajax",3,TRUE
"Saint Michael the Archangel Catholic Elementary School","Simcoe Muskoka CDSB","Barrie","833061","St Michael the Archangel Catholic Elementary School","Simcoe Muskoka CDSB","Barrie",3,TRUE
"Saint Michael the Archangel Catholic Elementary School","Simcoe Muskoka CDSB","Barrie","736888","St Michael the Archangel Catholic Elementary School","York CDSB","Vaughan",3,FALSE
"St. Leo Catholic Elementary School","Toronto CDSB","Etobicoke","688182","St. Lucy Catholic Elementary School","Dufferin-Peel CDSB","Brampton",3,FALSE
"St. Leo Catholic Elementary School","Toronto CDSB","Etobicoke","820679","St. Luke Catholic Elementary School","Halton CDSB","Oakville",3,FALSE
"St. Leo Catholic Elementary School","Toronto CDSB","Etobicoke","820652","St. Luke Catholic Elementary School","Hamilton-Wentworth CDSB","Hamilton",3,FALSE
"St. Leo Catholic Elementary School","Toronto CDSB","Etobicoke","705870","St. Luke Catholic Elementary School","Peterborough Victoria Northum Clarington CDSB","Lindsay",3,FALSE
"Linwood District Public School","Waterloo Regional DSB","Linwood","412171","Norwood District Public School","Kawartha Pine Ridge DSB","Norwood",3,FALSE
"Saint Clement Catholic School","Toronto CDSB","Etobicoke","784656","St Clement Catholic School","Toronto CDSB","Etobicoke",3,TRUE
"École secondaire catholique Renaissance","CSC MonAvenir","Aurora","755770","École secondaire catholique La Renaissance","CSDC du Nouvel-Ontario","Espanola",3,FALSE
"Saint Wilfrid Catholic School","Dufferin-Peel CDSB","Pickering","858960","St Wilfrid Catholic School","Durham CDSB","Pickering",3,TRUE
"Saint Wilfrid Catholic School","Dufferin-Peel CDSB","Pickering","859036","St Wilfrid Catholic School","Toronto CDSB","Toronto",3,FALSE
"Saint Joseph Secondary School","Dufferin-Peel CDSB","Mississauga","806919","St Joseph Secondary School","Dufferin-Peel CDSB","Mississauga",3,TRUE
"Saint Cecilia Elementary School","Dufferin-Peel CDSB","Brampton","781819","St Cecilia Elementary School","Dufferin-Peel CDSB","Brampton",3,TRUE
"Saint Benedict Elementary School","Dufferin-Peel CDSB","Orangeville","776742","St Benedict Elementary School","Dufferin-Peel CDSB","Orangeville",3,TRUE
"Saint Benedict Elementary School","Dufferin-Peel CDSB","Orangeville","776742","St Benedict Elementary School","Dufferin-Peel CDSB","Orangeville",3,TRUE
"Saint Cecilia Elementary School","Dufferin-Peel CDSB","Brampton","781819","St Cecilia Elementary School","Dufferin-Peel CDSB","Brampton",3,TRUE
"Saint Joseph Secondary School","Dufferin-Peel CDSB","Mississauga","806919","St Joseph Secondary School","Dufferin-Peel CDSB","Mississauga",3,TRUE
"Saint Marguerite Bourgeoys Separate School","Dufferin-Peel CDSB","Brampton","822639","St Marguerite Bourgeoys Separate School","Dufferin-Peel CDSB","Brampton",3,TRUE
"Saint Sofia School","Dufferin-Peel CDSB","Mississauga","850403","St Sofia School","Dufferin-Peel CDSB","Mississauga",3,TRUE
"Saint Philip Elementary School","Dufferin-Peel CDSB","Mississauga","845779","St Philip Elementary School","Dufferin-Peel CDSB","Mississauga",3,TRUE
"Saint Philip Elementary School","Dufferin-Peel CDSB","Mississauga","845620","St Philip Elementary School","Ottawa CDSB","Richmond",3,FALSE
"Saint Cornelius School","Dufferin-Peel CDSB","Caledon East","785393","St Cornelius School","Dufferin-Peel CDSB","Caledon East",3,TRUE
"Saint Timothy School","Dufferin-Peel CDSB","Mississauga","856673","St Timothy School","Dufferin-Peel CDSB","Mississauga",3,TRUE
"Saint Bernadette Elementary School","Dufferin-Peel CDSB","Mississauga","777528","St Bernadette Elementary School","Dufferin-Peel CDSB","Mississauga",3,TRUE
"Saint Bernadette Elementary School","Dufferin-Peel CDSB","Mississauga","777935","St Bernadette Elementary School","Simcoe Muskoka CDSB","Barrie",3,FALSE
"Saint Albert of Jerusalem Elementary School","Dufferin-Peel CDSB","Mississauga","766364","St Albert of Jerusalem Elementary School","Dufferin-Peel CDSB","Mississauga",3,TRUE
"Saint Agnes Separate School","Dufferin-Peel CDSB","Brampton","770434","St Agnes Separate School","Dufferin-Peel CDSB","Brampton",3,TRUE
"Glenwood Elementary School","Hamilton-Wentworth DSB","Hamilton","096502","Glenbrook Elementary School","Upper Grand DSB","Shelburne",3,FALSE
"St. Angela Catholic Elementary School","Windsor Essex CDSB","Windsor","851764","St. Anne Catholic Elementary School","Durham CDSB","Oshawa",3,FALSE
"St. Angela Catholic Elementary School","Windsor Essex CDSB","Windsor","772647","St. Anne Catholic Elementary School","Halton CDSB","Burlington",3,FALSE
"St. Angela Catholic Elementary School","Windsor Essex CDSB","Windsor","765180","St. Agnes Catholic Elementary School","Hamilton-Wentworth CDSB","Hamilton",3,FALSE
"St. Angela Catholic Elementary School","Windsor Essex CDSB","Windsor","771783","St. Anne Catholic Elementary School","Peterborough Victoria Northum Clarington CDSB","Peterborough",3,FALSE
"Saint John the Evangelist Catholic School","Dufferin-Peel CDSB","Whitby","805327","St John the Evangelist Catholic School","Durham CDSB","Whitby",3,TRUE
"Saint John the Evangelist Catholic School","Dufferin-Peel CDSB","Whitby","802468","St John the Evangelist Catholic School","Toronto CDSB","Weston",3,FALSE
"Saint John the Evangelist Catholic School","Dufferin-Peel CDSB","Whitby","803790","St John the Evangelist Catholic School","Windsor-Essex CDSB","Woodslee",3,FALSE
"Saint Joseph's School","Brant Haldimand Norfolk DSB","Norfolk County","751464","St Joseph's School","Bruce-Grey CDSB","PORT ELGIN",3,FALSE
"Saint Joseph's School","Brant Haldimand Norfolk DSB","Norfolk County","815594","St Joseph's School","London District Catholic School Board","Tillsonburg",3,FALSE
"Dr. S.J. Phillips Public School","Durham DSB","Oshawa","148148","Dr S J Phillips Public School","Durham DSB","Oshawa",3,TRUE
"Hess Street Public School","Hamilton-Wentworth DSB","Hamilton","218103","Glen Street Public School","Durham DSB","Oshawa",4,FALSE
"Hess Street Public School","Hamilton-Wentworth DSB","Hamilton","020354","Arch Street Public School","Ottawa-Carleton DSB","Ottawa",4,FALSE
"Hess Street Public School","Hamilton-Wentworth DSB","Hamilton","624330","York Street Public School","Ottawa-Carleton DSB","Ottawa",4,FALSE
"Hess Street Public School","Hamilton-Wentworth DSB","Hamilton","329215","Massey Street Public School","Peel DSB","Brampton",4,FALSE
"Hess Street Public School","Hamilton-Wentworth DSB","Hamilton","465232","Queen Street Public School","Peel DSB","Brampton",4,FALSE
"Hess Street Public School","Hamilton-Wentworth DSB","Hamilton","253472","Herman Street Public School","Renfrew County DSB","Petawawa",4,FALSE
"Hess Street Public School","Hamilton-Wentworth DSB","Hamilton","288411","Keele Street Public School","Toronto DSB","Toronto",4,FALSE
"Hess Street Public School","Hamilton-Wentworth DSB","Hamilton","419710","Orde Street Public School","Toronto DSB","Toronto",4,FALSE
"Hess Street Public School","Hamilton-Wentworth DSB","Hamilton","547506","Tait Street Public School","Waterloo Region DSB","Cambridge",4,FALSE
"Lambeth Elementary School","Thames Valley DSB","London","547891","Tamworth Elementary School","Limestone DSB","Tamworth",4,FALSE
"Dalewood Middle School","Hamilton-Wentworth DSB","Hamilton","167070","Edenwood Middle School","Peel DSB","Mississauga",4,FALSE
"Dalewood Middle School","Hamilton-Wentworth DSB","Hamilton","603406","Westwood Middle School","Toronto DSB","Toronto",4,FALSE
"Adam Scott Collegiate Vocational Institute","Kawartha Pine Ridge DSB","Peterborough","890464","Adam Scott Collegiate and Vocational Institute","Kawartha Pine Ridge DSB","Peterborough",4,TRUE
"Saint Francis De Sales Catholic School","Durham CDSB","Ajax","791806","St Francis de Sales Catholic School","Durham CDSB","Ajax",4,TRUE
"Saint Francis De Sales Catholic School","Durham CDSB","Ajax","791946","St Francis de Sales Catholic School","Toronto CDSB","Toronto",4,FALSE
"Saint John Paul II Separate School","Simcoe Muskoka CDSB","Barrie","750905","St. John Paul II Separate School","Simcoe Muskoka CDSB","Barrie",4,TRUE
"St. Johnâ€™s College","Brant Haldimand Norfolk DSB","Brantford","751898","St John's College","Brant Haldimand Norfolk CDSB","Brantford",4,TRUE
"St. Henry Catholic School","Toronto CDSB","Scarborough","831840","St Mary Catholic School","Algonquin and Lakeshore CDSB","Trenton",4,FALSE
"St. Henry Catholic School","Toronto CDSB","Scarborough","865125","St Mary Catholic School","Algonquin and Lakeshore CDSB","Shannonville",4,FALSE
"St. Henry Catholic School","Toronto CDSB","Scarborough","773450","St. Gregory Catholic School","CDSB of Eastern Ontario","Carleton Place",4,FALSE
"St. Henry Catholic School","Toronto CDSB","Scarborough","814555","St. Mark Catholic School","CDSB of Eastern Ontario","Prescott",4,FALSE
"St. Henry Catholic School","Toronto CDSB","Scarborough","825999","St Mary Catholic School","Huron-Superior CDSB","Massey",4,FALSE
"St. Henry Catholic School","Toronto CDSB","Scarborough","786497","St Denis Catholic School","Toronto CDSB","Toronto",4,FALSE
"St. Henry Catholic School","Toronto CDSB","Scarborough","796611","St Helen Catholic School","Toronto CDSB","Toronto",4,FALSE
"St. Henry Catholic School","Toronto CDSB","Scarborough","830933","St Mary Catholic School","Toronto CDSB","Toronto",4,FALSE
"St. Henry Catholic School","Toronto CDSB","Scarborough","825964","St Mary Catholic School","Windsor-Essex CDSB","Maidstone",4,FALSE
"Guelph Collegiate Vocational Institute","Upper Grand DSB","Guelph","914770","Guelph Collegiate and Vocational Institute","Upper Grand DSB","Guelph",4,TRUE
"Dr. CF. Cannon Public school","Durham DSB","Oshawa","147109","Dr C F Cannon Public School","Durham DSB","OSHAWA",4,FALSE
